customer_key,customer_id,customer_name,gender,birth_date,loyalty_tier,customer_segment,province,city,registered_date
732,CUST-0732,Adi Permana,Male,2005-02-26,Silver,Student,Jawa Barat,Bandung,2024-05-01
733,CUST-0733,Tono Saputra,Male,1994-04-18,Regular,Student,Jawa Timur,Malang,2024-01-01
734,CUST-0734,Lina Wijaya,Female,1975-07-07,Regular,Family,DKI Jakarta,Jakarta Utara,2024-01-26
735,CUST-0735,Budi Saputra,Female,1999-10-16,Platinum,SMB,Jawa Barat,Bogor,2023-10-27
736,CUST-0736,Nadia Wijaya,Female,2002-11-16,Regular,SMB,Jawa Timur,Surabaya,2024-07-08
737,CUST-0737,Nadia Siregar,Male,1982-01-20,Regular,Gadget Enthusiast,Sumatera Utara,Medan,2023-05-14
738,CUST-0738,Yuni Saputra,Female,1990-05-07,Regular,Student,DKI Jakarta,Jakarta Selatan,2023-05-03
739,CUST-0739,Yuni Gunawan,Male,1983-06-21,Gold,Gadget Enthusiast,Sumatera Utara,Deli Serdang,2023-08-14
740,CUST-0740,Adi Santoso,Female,1982-04-18,Gold,Professional,Sumatera Utara,Deli Serdang,2024-02-21
741,CUST-0741,Tono Permana,Male,1977-08-03,Regular,Professional,Jawa Barat,Bogor,2023-02-23
742,CUST-0742,Eka Saputra,Male,1991-02-14,Regular,Professional,Jawa Barat,Bekasi,2023-05-17
743,CUST-0743,Putra Wijaya,Female,1984-10-15,Gold,Gadget Enthusiast,Bali,Denpasar,2022-06-13
744,CUST-0744,Maya Halim,Female,1989-07-17,Gold,Gadget Enthusiast,Banten,Tangerang,2022-06-20
745,CUST-0745,Joko Susanto,Male,1983-07-15,Regular,SMB,Bali,Denpasar,2024-09-11
746,CUST-0746,Citra Permana,Male,1979-04-01,Silver,Gadget Enthusiast,Jawa Barat,Bogor,2024-03-19
747,CUST-0747,Maya Halim,Male,1988-01-04,Regular,Gadget Enthusiast,Banten,Tangerang Selatan,2023-06-07
748,CUST-0748,Maya Siregar,Female,1997-01-21,Regular,Family,Sumatera Utara,Deli Serdang,2022-02-27
749,CUST-0749,Eka Lestari,Male,1983-04-20,Regular,Student,Bali,Badung,2024-02-27
750,CUST-0750,Nadia Susanto,Female,1980-07-09,Silver,SMB,DKI Jakarta,Jakarta Selatan,2024-02-23
751,CUST-0751,Wahyu Lestari,Male,1978-11-19,Silver,Gadget Enthusiast,Sumatera Utara,Deli Serdang,2023-09-23
752,CUST-0752,Adi Wijaya,Male,1977-12-14,Silver,Gadget Enthusiast,Banten,Tangerang,2022-12-16
753,CUST-0753,Fajar Permana,Male,1990-03-17,Regular,Professional,Jawa Barat,Bekasi,2023-01-16
754,CUST-0754,Gita Pratama,Male,1983-07-15,Gold,Professional,Sumatera Utara,Medan,2022-06-13
755,CUST-0755,Joko Saputra,Female,1977-06-01,Regular,Student,Banten,Tangerang,2022-01-20
756,CUST-0756,Budi Lestari,Male,1981-09-26,Silver,Family,DKI Jakarta,Jakarta Pusat,2024-09-22
757,CUST-0757,Sari Permana,Female,1986-11-11,Gold,Family,Bali,Badung,2024-03-27
758,CUST-0758,Nadia Susanto,Female,2000-02-01,Silver,Professional,DKI Jakarta,Jakarta Barat,2022-02-22
759,CUST-0759,Yuni Saputra,Male,1986-08-20,Silver,Professional,Bali,Badung,2022-01-07
760,CUST-0760,Lina Pratama,Male,2000-12-11,Regular,Gadget Enthusiast,Sumatera Utara,Deli Serdang,2024-03-30
761,CUST-0761,Yuni Saputra,Female,1996-12-04,Regular,Professional,Jawa Timur,Malang,2022-10-21
762,CUST-0762,Tono Susanto,Male,1990-02-10,Gold,Student,Sumatera Utara,Medan,2024-09-14
763,CUST-0763,Vina Santoso,Male,1999-11-23,Regular,Student,Jawa Barat,Bekasi,2022-11-25
764,CUST-0764,Lina Halim,Female,1996-08-22,Regular,Family,Jawa Timur,Surabaya,2023-04-04
765,CUST-0765,Wahyu Susanto,Female,2004-12-24,Gold,Professional,DKI Jakarta,Jakarta Barat,2023-06-15
766,CUST-0766,Dewi Lestari,Male,1985-12-19,Silver,Student,DKI Jakarta,Jakarta Pusat,2024-01-24
767,CUST-0767,Eka Permana,Female,1976-10-18,Gold,Professional,Banten,Tangerang,2024-11-30
768,CUST-0768,Yuni Susanto,Female,1975-09-28,Regular,Family,Jawa Barat,Bandung,2023-03-25
769,CUST-0769,Sari Gunawan,Male,1998-11-28,Silver,Family,Jawa Barat,Depok,2024-10-25
770,CUST-0770,Dewi Lestari,Male,1990-05-23,Regular,Family,Sumatera Utara,Deli Serdang,2022-11-09
771,CUST-0771,Gita Santoso,Male,2002-08-24,Platinum,Professional,Sumatera Utara,Medan,2022-02-14
772,CUST-0772,Vina Halim,Female,1986-07-13,Silver,Family,Jawa Timur,Malang,2023-02-04
773,CUST-0773,Vina Halim,Female,1999-10-28,Gold,Family,DKI Jakarta,Jakarta Selatan,2024-07-26
774,CUST-0774,Fajar Susanto,Female,1984-03-07,Silver,Student,Jawa Barat,Bogor,2024-01-12
775,CUST-0775,Wahyu Saputra,Female,2005-07-22,Gold,Student,Sumatera Utara,Medan,2023-12-30
776,CUST-0776,Sari Wijaya,Female,1993-07-05,Regular,Professional,DKI Jakarta,Jakarta Pusat,2024-03-23
777,CUST-0777,Sari Lestari,Female,1999-12-26,Silver,Gadget Enthusiast,Sumatera Utara,Medan,2024-01-23
778,CUST-0778,Adi Saputra,Male,1990-11-22,Silver,SMB,DKI Jakarta,Jakarta Pusat,2024-09-09
779,CUST-0779,Indra Saputra,Female,1990-11-23,Silver,Student,Bali,Denpasar,2023-10-29
780,CUST-0780,Citra Siregar,Male,1987-09-27,Silver,SMB,Jawa Barat,Bogor,2025-01-08
781,CUST-0781,Dewi Santoso,Male,2002-10-23,Silver,Family,Sumatera Utara,Medan,2022-09-09
782,CUST-0782,Budi Wijaya,Male,1977-09-09,Platinum,SMB,Bali,Denpasar,2023-09-04
783,CUST-0783,Maya Siregar,Male,1982-05-02,Silver,Gadget Enthusiast,Jawa Barat,Bogor,2022-10-14
784,CUST-0784,Wahyu Gunawan,Female,1994-09-17,Regular,Professional,Sumatera Utara,Deli Serdang,2022-10-18
785,CUST-0785,Joko Santoso,Female,1983-03-24,Regular,Family,Jawa Barat,Bekasi,2023-06-18
786,CUST-0786,Nadia Wijaya,Male,2005-05-22,Silver,Student,Banten,Tangerang Selatan,2023-07-06
787,CUST-0787,Gita Permana,Female,2001-03-11,Regular,SMB,Bali,Denpasar,2023-05-22
788,CUST-0788,Citra Lestari,Female,1977-06-21,Gold,Family,DKI Jakarta,Jakarta Pusat,2022-10-27
789,CUST-0789,Hana Lestari,Female,1982-07-04,Silver,Family,DKI Jakarta,Jakarta Pusat,2024-09-29
790,CUST-0790,Dewi Siregar,Female,1992-05-20,Regular,Gadget Enthusiast,Jawa Timur,Sidoarjo,2023-01-06
791,CUST-0791,Maya Siregar,Female,1993-03-09,Silver,Professional,Bali,Badung,2022-09-16
792,CUST-0792,Eka Halim,Male,2004-12-21,Silver,Professional,Bali,Badung,2024-05-06
793,CUST-0793,Rani Wijaya,Female,1991-05-09,Silver,Professional,Banten,Tangerang Selatan,2023-09-18
794,CUST-0794,Citra Lestari,Male,1995-02-03,Platinum,Professional,Banten,Tangerang Selatan,2022-04-28
795,CUST-0795,Citra Lestari,Male,2005-07-22,Regular,SMB,Bali,Badung,2024-12-26
796,CUST-0796,Dewi Halim,Male,1997-07-23,Platinum,SMB,DKI Jakarta,Jakarta Selatan,2022-03-28
797,CUST-0797,Yuni Gunawan,Male,1977-06-27,Silver,Professional,Jawa Barat,Bekasi,2024-02-04
798,CUST-0798,Dewi Permana,Male,1984-05-16,Regular,SMB,Sumatera Utara,Medan,2024-03-17
799,CUST-0799,Gita Lestari,Female,2003-10-28,Regular,SMB,Sumatera Utara,Medan,2024-07-31
800,CUST-0800,Lina Lestari,Male,1986-12-06,Regular,Gadget Enthusiast,Jawa Timur,Surabaya,2024-10-04
801,CUST-0801,Gita Saputra,Female,1978-08-01,Regular,Gadget Enthusiast,Bali,Denpasar,2024-02-06
802,CUST-0802,Joko Permana,Female,1978-08-22,Regular,Family,Banten,Tangerang,2024-06-07
803,CUST-0803,Adi Permana,Male,1981-05-02,Regular,Family,Sumatera Utara,Medan,2022-03-06
804,CUST-0804,Fajar Santoso,Male,1988-08-18,Silver,Gadget Enthusiast,Banten,Tangerang Selatan,2024-10-24
805,CUST-0805,Nadia Wijaya,Male,1979-03-12,Gold,Professional,DKI Jakarta,Jakarta Pusat,2022-04-17
806,CUST-0806,Lina Halim,Female,1990-05-10,Gold,Professional,Bali,Denpasar,2022-11-09
807,CUST-0807,Tono Wijaya,Male,2002-05-23,Regular,Student,Jawa Barat,Depok,2024-10-25
808,CUST-0808,Yuni Wijaya,Male,1978-03-13,Platinum,Professional,Jawa Barat,Bekasi,2024-05-23
809,CUST-0809,Adi Susanto,Male,1987-07-17,Regular,Gadget Enthusiast,Jawa Barat,Bandung,2022-05-06
810,CUST-0810,Tono Halim,Female,1978-05-12,Regular,Student,Sumatera Utara,Medan,2023-01-08
811,CUST-0811,Budi Pratama,Male,1984-08-09,Regular,Gadget Enthusiast,DKI Jakarta,Jakarta Barat,2024-01-15
812,CUST-0812,Lina Lestari,Male,1996-09-25,Regular,Family,DKI Jakarta,Jakarta Pusat,2024-12-19
813,CUST-0813,Yuni Permana,Male,1993-07-03,Regular,SMB,Jawa Barat,Depok,2022-09-04
814,CUST-0814,Budi Susanto,Male,1997-08-04,Silver,Professional,Sumatera Utara,Medan,2024-12-28
815,CUST-0815,Eka Pratama,Female,1992-12-09,Silver,Student,Jawa Barat,Bekasi,2024-06-12
816,CUST-0816,Citra Gunawan,Male,1994-05-23,Regular,SMB,Banten,Tangerang,2022-05-05
817,CUST-0817,Gita Halim,Male,1989-09-13,Silver,Professional,Banten,Tangerang,2023-01-12
818,CUST-0818,Adi Wijaya,Male,2003-09-15,Gold,Family,Bali,Denpasar,2023-07-04
819,CUST-0819,Vina Saputra,Male,1992-04-10,Regular,Family,Jawa Barat,Bekasi,2022-09-30
820,CUST-0820,Indra Pratama,Male,1992-02-01,Silver,Family,Sumatera Utara,Medan,2023-10-27
821,CUST-0821,Citra Siregar,Male,1988-10-10,Gold,Family,Jawa Timur,Sidoarjo,2023-03-26
822,CUST-0822,Indra Wijaya,Male,1998-12-23,Gold,SMB,Jawa Timur,Surabaya,2025-02-02
823,CUST-0823,Gita Gunawan,Female,1981-10-21,Regular,Professional,Jawa Barat,Depok,2024-06-07
824,CUST-0824,Maya Wijaya,Female,1980-08-06,Silver,Professional,Banten,Tangerang,2023-08-01
825,CUST-0825,Adi Lestari,Female,1996-10-07,Regular,Professional,Jawa Barat,Bekasi,2024-07-20
826,CUST-0826,Nadia Saputra,Male,1994-02-13,Regular,Student,Sumatera Utara,Medan,2022-03-31
827,CUST-0827,Eka Santoso,Male,2005-11-20,Platinum,Student,DKI Jakarta,Jakarta Barat,2025-01-15
828,CUST-0828,Lina Saputra,Female,1999-10-15,Regular,Gadget Enthusiast,Jawa Barat,Bekasi,2022-11-13
829,CUST-0829,Hana Pratama,Male,1975-01-04,Regular,Gadget Enthusiast,Bali,Badung,2022-10-18
830,CUST-0830,Adi Santoso,Female,1987-03-12,Regular,Gadget Enthusiast,DKI Jakarta,Jakarta Selatan,2022-08-19
831,CUST-0831,Sari Wijaya,Male,2005-05-12,Regular,Family,DKI Jakarta,Jakarta Selatan,2022-06-23
832,CUST-0832,Budi Susanto,Female,1991-06-20,Gold,Family,Jawa Barat,Bekasi,2023-08-11
833,CUST-0833,Maya Saputra,Female,2004-05-26,Gold,Professional,Jawa Timur,Malang,2022-10-28
834,CUST-0834,Lina Wijaya,Female,2001-02-04,Platinum,Family,Banten,Tangerang Selatan,2022-10-24
835,CUST-0835,Citra Permana,Female,1986-06-16,Silver,Gadget Enthusiast,Jawa Barat,Bekasi,2023-11-14
836,CUST-0836,Eka Santoso,Female,1992-09-16,Regular,SMB,Banten,Tangerang Selatan,2024-05-13
837,CUST-0837,Tono Susanto,Male,1982-06-01,Regular,Gadget Enthusiast,Sumatera Utara,Medan,2022-10-01
838,CUST-0838,Dewi Pratama,Male,1984-08-05,Regular,Professional,Jawa Timur,Malang,2022-04-25
839,CUST-0839,Eka Saputra,Female,1998-01-23,Regular,Student,Sumatera Utara,Medan,2022-06-01
840,CUST-0840,Sari Susanto,Male,1986-03-03,Regular,Gadget Enthusiast,Jawa Barat,Bandung,2022-11-03
841,CUST-0841,Fajar Gunawan,Female,1990-07-24,Gold,Student,Sumatera Utara,Medan,2023-08-11
842,CUST-0842,Dewi Wijaya,Male,1991-03-01,Gold,Family,DKI Jakarta,Jakarta Pusat,2022-07-08
843,CUST-0843,Tono Halim,Female,1994-01-08,Gold,SMB,Jawa Barat,Bekasi,2022-06-08
844,CUST-0844,Rani Gunawan,Female,2001-07-06,Regular,Student,Jawa Timur,Sidoarjo,2022-06-09
845,CUST-0845,Maya Susanto,Male,1984-03-18,Regular,Student,Jawa Timur,Surabaya,2023-09-26
846,CUST-0846,Gita Siregar,Male,1983-02-19,Silver,Gadget Enthusiast,Jawa Barat,Bandung,2022-04-04
847,CUST-0847,Budi Permana,Male,1986-05-13,Regular,Gadget Enthusiast,DKI Jakarta,Jakarta Barat,2023-12-30
848,CUST-0848,Eka Saputra,Male,1991-03-01,Silver,Student,Jawa Timur,Malang,2023-08-18
849,CUST-0849,Fajar Wijaya,Male,2003-11-03,Platinum,SMB,Sumatera Utara,Deli Serdang,2024-11-23
850,CUST-0850,Yuni Siregar,Male,1985-05-12,Regular,Gadget Enthusiast,Jawa Timur,Malang,2023-05-05
851,CUST-0851,Gita Susanto,Male,1993-11-16,Gold,Family,Bali,Denpasar,2025-01-25
852,CUST-0852,Citra Gunawan,Female,1980-05-06,Silver,Family,DKI Jakarta,Jakarta Utara,2022-07-02
853,CUST-0853,Citra Wijaya,Female,1990-05-25,Silver,Professional,Sumatera Utara,Deli Serdang,2022-09-11
854,CUST-0854,Wahyu Gunawan,Female,1987-07-28,Regular,SMB,DKI Jakarta,Jakarta Barat,2023-10-05
855,CUST-0855,Maya Saputra,Female,1983-11-02,Silver,Professional,Sumatera Utara,Deli Serdang,2025-02-22
856,CUST-0856,Adi Wijaya,Female,1980-10-13,Regular,Gadget Enthusiast,DKI Jakarta,Jakarta Barat,2022-07-11
857,CUST-0857,Maya Gunawan,Male,1977-03-24,Regular,Student,Banten,Tangerang Selatan,2023-10-12
858,CUST-0858,Lina Susanto,Female,1978-05-15,Regular,Gadget Enthusiast,Banten,Tangerang,2022-10-26
859,CUST-0859,Gita Permana,Female,1976-06-26,Regular,Student,Bali,Denpasar,2024-05-16
860,CUST-0860,Indra Lestari,Male,1979-02-09,Regular,Gadget Enthusiast,Sumatera Utara,Medan,2024-05-09
861,CUST-0861,Tono Santoso,Male,2001-01-03,Platinum,Family,Sumatera Utara,Deli Serdang,2022-12-03
862,CUST-0862,Gita Permana,Female,1992-12-26,Regular,SMB,Banten,Tangerang Selatan,2024-03-07
863,CUST-0863,Adi Siregar,Male,1998-11-19,Regular,Family,Bali,Denpasar,2022-01-30
864,CUST-0864,Eka Gunawan,Female,1978-11-14,Platinum,Professional,Jawa Barat,Bogor,2024-07-09
865,CUST-0865,Wahyu Saputra,Male,1988-12-18,Silver,Professional,DKI Jakarta,Jakarta Selatan,2023-12-14
866,CUST-0866,Gita Santoso,Female,2001-06-01,Regular,Family,Sumatera Utara,Medan,2023-12-23
867,CUST-0867,Vina Halim,Male,2004-03-15,Regular,SMB,Bali,Badung,2022-11-30
868,CUST-0868,Vina Halim,Female,1995-05-23,Platinum,Student,Banten,Tangerang Selatan,2022-07-03
869,CUST-0869,Adi Susanto,Female,1998-10-18,Regular,Gadget Enthusiast,Banten,Tangerang,2023-03-10
870,CUST-0870,Hana Gunawan,Male,1981-08-04,Gold,Gadget Enthusiast,Bali,Badung,2022-01-16
871,CUST-0871,Maya Santoso,Female,2003-11-09,Silver,Student,Bali,Badung,2024-04-29
872,CUST-0872,Budi Pratama,Female,2001-09-27,Regular,SMB,DKI Jakarta,Jakarta Selatan,2024-05-30
873,CUST-0873,Hana Siregar,Female,2001-01-26,Gold,Gadget Enthusiast,Banten,Tangerang,2022-12-22
874,CUST-0874,Nadia Permana,Female,1982-02-23,Silver,SMB,Bali,Denpasar,2024-03-13
875,CUST-0875,Indra Siregar,Male,1977-02-01,Silver,SMB,Jawa Barat,Depok,2022-11-10
876,CUST-0876,Adi Susanto,Female,1975-12-24,Regular,Professional,Sumatera Utara,Medan,2023-09-01
877,CUST-0877,Gita Siregar,Female,1996-01-09,Platinum,Student,Jawa Barat,Bogor,2022-08-16
878,CUST-0878,Rani Susanto,Male,1984-05-06,Silver,Family,DKI Jakarta,Jakarta Pusat,2023-03-02
879,CUST-0879,Nadia Saputra,Female,1977-08-21,Silver,Gadget Enthusiast,Banten,Tangerang,2023-10-05
880,CUST-0880,Rani Wijaya,Male,2003-03-22,Platinum,Family,Jawa Barat,Depok,2024-09-18
881,CUST-0881,Yuni Susanto,Male,1991-12-09,Regular,Student,Bali,Denpasar,2025-01-02
882,CUST-0882,Adi Siregar,Male,2002-06-04,Regular,Professional,Bali,Denpasar,2023-03-27
883,CUST-0883,Citra Wijaya,Female,1981-02-12,Regular,Gadget Enthusiast,Jawa Timur,Malang,2024-06-12
884,CUST-0884,Tono Halim,Male,1981-11-28,Silver,SMB,Jawa Barat,Depok,2023-10-01
885,CUST-0885,Fajar Santoso,Female,2003-08-14,Regular,Family,Sumatera Utara,Deli Serdang,2024-02-05
886,CUST-0886,Citra Gunawan,Female,1993-07-10,Regular,Student,Jawa Barat,Bandung,2023-01-04
887,CUST-0887,Lina Halim,Male,1977-04-22,Regular,Family,Jawa Barat,Depok,2022-09-08
888,CUST-0888,Adi Permana,Female,1981-08-19,Gold,SMB,Sumatera Utara,Medan,2022-05-16
889,CUST-0889,Nadia Lestari,Male,1978-09-09,Silver,Gadget Enthusiast,Bali,Denpasar,2024-06-10
890,CUST-0890,Lina Permana,Male,2000-08-16,Regular,Gadget Enthusiast,Jawa Barat,Bekasi,2022-12-17
891,CUST-0891,Yuni Permana,Male,1993-01-10,Gold,SMB,Bali,Badung,2022-01-10
892,CUST-0892,Rani Lestari,Male,2003-09-17,Silver,Student,Jawa Barat,Bogor,2024-08-20
893,CUST-0893,Dewi Halim,Female,1985-06-13,Gold,Gadget Enthusiast,Sumatera Utara,Deli Serdang,2022-04-07
894,CUST-0894,Nadia Lestari,Female,2002-11-04,Gold,Student,Sumatera Utara,Deli Serdang,2022-03-01
895,CUST-0895,Hana Pratama,Male,1985-12-24,Regular,Professional,DKI Jakarta,Jakarta Selatan,2024-01-26
896,CUST-0896,Vina Pratama,Female,2003-01-04,Regular,SMB,Sumatera Utara,Medan,2024-02-17
897,CUST-0897,Indra Wijaya,Male,1979-06-28,Silver,Student,Jawa Barat,Bogor,2024-12-04
898,CUST-0898,Tono Santoso,Female,1983-06-25,Regular,Family,Bali,Badung,2023-08-30
899,CUST-0899,Citra Permana,Male,1997-02-03,Regular,Student,Bali,Denpasar,2023-03-19
900,CUST-0900,Rani Halim,Male,1985-04-27,Gold,Family,Jawa Barat,Bogor,2024-07-18
901,CUST-0901,Eka Siregar,Male,2004-06-13,Gold,SMB,DKI Jakarta,Jakarta Selatan,2023-02-20
902,CUST-0902,Nadia Santoso,Female,1980-11-10,Regular,Student,DKI Jakarta,Jakarta Barat,2022-08-14
903,CUST-0903,Hana Pratama,Female,1975-08-22,Regular,Student,Banten,Tangerang,2025-02-01
904,CUST-0904,Citra Permana,Male,1987-09-14,Regular,Family,Banten,Tangerang,2024-01-28
905,CUST-0905,Dewi Pratama,Female,1981-05-07,Silver,SMB,Sumatera Utara,Deli Serdang,2024-10-07
906,CUST-0906,Tono Halim,Male,2005-02-08,Gold,SMB,DKI Jakarta,Jakarta Pusat,2023-06-30
907,CUST-0907,Hana Saputra,Female,1982-10-23,Regular,Student,Bali,Denpasar,2023-03-27
908,CUST-0908,Indra Gunawan,Male,1986-11-10,Regular,SMB,Jawa Barat,Bekasi,2024-09-03
909,CUST-0909,Joko Santoso,Male,1980-03-11,Regular,Student,Jawa Barat,Depok,2024-08-29
910,CUST-0910,Putra Permana,Female,2003-02-06,Silver,Gadget Enthusiast,DKI Jakarta,Jakarta Selatan,2022-01-03
911,CUST-0911,Sari Santoso,Male,2001-01-19,Silver,Student,Banten,Tangerang,2022-07-24
912,CUST-0912,Joko Permana,Female,1992-05-22,Regular,Student,Banten,Tangerang Selatan,2023-12-24
913,CUST-0913,Joko Permana,Male,1983-11-17,Platinum,Professional,Bali,Badung,2022-10-18
914,CUST-0914,Maya Gunawan,Female,1986-04-24,Gold,Gadget Enthusiast,DKI Jakarta,Jakarta Selatan,2022-08-10
915,CUST-0915,Indra Siregar,Female,2004-11-12,Regular,Gadget Enthusiast,Banten,Tangerang,2023-07-20
916,CUST-0916,Joko Santoso,Male,1988-08-19,Regular,Student,DKI Jakarta,Jakarta Barat,2024-10-18
917,CUST-0917,Eka Gunawan,Female,1994-09-22,Silver,Student,Sumatera Utara,Medan,2023-08-27
918,CUST-0918,Adi Gunawan,Female,2001-10-04,Regular,Gadget Enthusiast,DKI Jakarta,Jakarta Selatan,2023-12-23
919,CUST-0919,Adi Pratama,Female,2003-05-26,Regular,Professional,Jawa Timur,Surabaya,2024-06-03
920,CUST-0920,Wahyu Saputra,Male,1990-06-08,Regular,Student,Jawa Timur,Surabaya,2023-06-20
921,CUST-0921,Joko Susanto,Female,1996-06-26,Silver,Professional,Jawa Timur,Surabaya,2023-05-28
922,CUST-0922,Eka Halim,Female,1984-02-10,Silver,Gadget Enthusiast,Bali,Denpasar,2024-06-13
923,CUST-0923,Dewi Wijaya,Female,1991-11-23,Regular,Gadget Enthusiast,Bali,Badung,2024-05-11
924,CUST-0924,Putra Gunawan,Female,1977-03-20,Gold,SMB,DKI Jakarta,Jakarta Pusat,2024-11-14
925,CUST-0925,Maya Wijaya,Male,1999-07-05,Gold,SMB,Bali,Badung,2024-07-31
926,CUST-0926,Budi Saputra,Male,1985-10-04,Silver,Family,DKI Jakarta,Jakarta Barat,2022-05-05
927,CUST-0927,Dewi Susanto,Male,1991-03-18,Regular,Professional,Sumatera Utara,Medan,2023-09-09
928,CUST-0928,Joko Pratama,Male,1977-01-05,Regular,Gadget Enthusiast,Banten,Tangerang,2022-02-20
929,CUST-0929,Tono Gunawan,Male,1984-07-16,Gold,SMB,Banten,Tangerang,2023-06-18
930,CUST-0930,Yuni Gunawan,Female,1979-11-01,Gold,Professional,Sumatera Utara,Medan,2022-12-16
931,CUST-0931,Tono Siregar,Female,1984-05-22,Regular,Family,Jawa Barat,Bogor,2024-03-12
932,CUST-0932,Nadia Saputra,Female,1979-01-10,Silver,Student,Banten,Tangerang Selatan,2023-09-13
933,CUST-0933,Budi Susanto,Female,2005-03-15,Regular,Professional,Banten,Tangerang,2024-01-03
934,CUST-0934,Tono Siregar,Female,1991-02-06,Regular,SMB,Jawa Barat,Depok,2023-11-26
935,CUST-0935,Rani Wijaya,Female,2004-07-03,Regular,Gadget Enthusiast,Jawa Timur,Sidoarjo,2023-01-05
936,CUST-0936,Wahyu Siregar,Male,1997-06-19,Regular,Professional,Sumatera Utara,Deli Serdang,2023-04-20
937,CUST-0937,Dewi Saputra,Female,1999-04-25,Gold,Professional,Banten,Tangerang Selatan,2024-02-26
938,CUST-0938,Putra Saputra,Male,1976-12-03,Regular,Gadget Enthusiast,DKI Jakarta,Jakarta Barat,2024-02-13
939,CUST-0939,Eka Susanto,Male,1983-08-15,Regular,Professional,Bali,Denpasar,2024-06-07
940,CUST-0940,Tono Santoso,Male,1981-01-26,Gold,SMB,DKI Jakarta,Jakarta Pusat,2025-01-24
941,CUST-0941,Citra Permana,Male,2001-04-19,Silver,Family,Jawa Barat,Bogor,2025-02-18
942,CUST-0942,Eka Saputra,Female,2002-02-19,Gold,Family,Banten,Tangerang Selatan,2022-07-26
943,CUST-0943,Dewi Gunawan,Female,1975-04-27,Gold,Family,Jawa Barat,Bandung,2024-03-10
944,CUST-0944,Maya Saputra,Male,1992-10-08,Regular,Student,Jawa Barat,Depok,2025-01-23
945,CUST-0945,Dewi Susanto,Male,1976-06-14,Regular,Student,Banten,Tangerang Selatan,2022-10-13
946,CUST-0946,Gita Siregar,Male,1982-08-03,Regular,Student,Sumatera Utara,Deli Serdang,2024-05-02
947,CUST-0947,Yuni Susanto,Male,1983-12-02,Silver,Professional,DKI Jakarta,Jakarta Utara,2023-12-19
948,CUST-0948,Putra Gunawan,Male,2004-01-01,Silver,Gadget Enthusiast,Jawa Timur,Surabaya,2022-02-07
949,CUST-0949,Vina Gunawan,Female,1997-03-14,Silver,Student,DKI Jakarta,Jakarta Utara,2024-06-15
950,CUST-0950,Dewi Susanto,Male,1985-07-02,Regular,Student,Jawa Timur,Malang,2023-04-11
951,CUST-0951,Putra Siregar,Male,2002-12-08,Regular,Professional,Bali,Denpasar,2024-06-17
952,CUST-0952,Fajar Lestari,Female,1994-11-08,Regular,Gadget Enthusiast,DKI Jakarta,Jakarta Barat,2024-09-07
953,CUST-0953,Dewi Saputra,Male,1990-12-24,Gold,Professional,DKI Jakarta,Jakarta Barat,2024-06-27
954,CUST-0954,Joko Permana,Male,1991-05-11,Regular,Gadget Enthusiast,Bali,Badung,2024-09-22
955,CUST-0955,Indra Saputra,Male,1984-12-18,Regular,Professional,Jawa Barat,Bekasi,2022-03-15
956,CUST-0956,Hana Gunawan,Male,1975-08-27,Regular,Gadget Enthusiast,Sumatera Utara,Deli Serdang,2023-09-08
957,CUST-0957,Citra Pratama,Female,1990-01-28,Regular,Professional,Jawa Timur,Sidoarjo,2023-02-26
958,CUST-0958,Nadia Wijaya,Male,1996-05-02,Gold,Family,Sumatera Utara,Deli Serdang,2023-03-20
959,CUST-0959,Adi Permana,Female,2000-12-24,Gold,SMB,Sumatera Utara,Deli Serdang,2024-03-05
960,CUST-0960,Joko Siregar,Female,1980-07-15,Regular,Student,Banten,Tangerang Selatan,2023-07-29
961,CUST-0961,Indra Saputra,Female,1993-07-02,Regular,Family,Jawa Barat,Depok,2022-01-26
962,CUST-0962,Dewi Lestari,Female,2002-03-15,Regular,Gadget Enthusiast,Bali,Badung,2022-03-17
963,CUST-0963,Maya Gunawan,Female,1976-10-03,Regular,Family,Sumatera Utara,Medan,2023-06-16
964,CUST-0964,Sari Wijaya,Male,2002-10-21,Regular,Student,Jawa Barat,Bekasi,2023-01-13
965,CUST-0965,Tono Gunawan,Male,1992-12-08,Silver,Family,Bali,Badung,2025-01-11
966,CUST-0966,Budi Susanto,Male,1977-09-15,Regular,SMB,Jawa Barat,Depok,2024-01-31
967,CUST-0967,Putra Saputra,Female,1979-01-11,Platinum,Family,Sumatera Utara,Deli Serdang,2024-08-21
968,CUST-0968,Joko Susanto,Female,1976-05-05,Silver,Family,DKI Jakarta,Jakarta Selatan,2024-11-12
969,CUST-0969,Tono Susanto,Male,1987-10-02,Gold,Student,Sumatera Utara,Deli Serdang,2022-06-08
970,CUST-0970,Hana Susanto,Male,2002-09-26,Regular,SMB,Bali,Badung,2024-12-01
971,CUST-0971,Rani Permana,Female,2004-04-11,Regular,Student,Jawa Timur,Surabaya,2023-05-09
972,CUST-0972,Rani Halim,Female,1992-09-03,Silver,SMB,Jawa Timur,Surabaya,2023-04-17
973,CUST-0973,Rani Halim,Male,1999-07-22,Regular,Student,Jawa Barat,Bekasi,2024-04-16
974,CUST-0974,Putra Siregar,Male,2003-03-15,Regular,Family,Jawa Barat,Bogor,2025-02-09
975,CUST-0975,Sari Saputra,Female,1975-12-06,Regular,SMB,Jawa Barat,Bandung,2024-03-05
